"SITE_ID","VISIT_NO","MCYST_TL_UGL","BASINAREA_KM2","PCT_OPENH20_BSN","PCT_ICESNOW_BSN","PCT_WATER_BSN","PCT_DEVOPEN_BSN","PCT_DEVLOW_BSN","PCT_DEVMED_BSN","PCT_DEVHIGH_BSN","PCT_DEVELOPED_BSN","PCT_BARREN_BSN","PCT_DECID_BSN","PCT_CONIF_BSN","PCT_MIXED_BSN","PCT_FOREST_BSN","PCT_SHRUBLAND_BSN","PCT_GRASS_BSN","PCT_PASTURE_BSN","PCT_CROPS_BSN","PCT_AGRIC_BSN","PCT_WDYWET_BSN","PCT_EMHERBWET_BSN","PCT_WETLAND_BSN","SECMEAN","DATE_COL","LAT_DD","LON_DD","LAKEAREA","LAKENAME","AREA_HA","DEPTHMAX","ELEV_PT","HUC_2","HUC_8","COND","ANC","TURB","TOC","DOC","NO3_NO2","NTL","PTL","CL","SO4","NO3","CA","MG","NA.","K","COLOR","SIO2","NH4ION","CHLA","DEPTH_SURF","TEMP_SURF","DO_SURF","COND_SURF","PH_SURF","DEPTH_BOT","TEMP_BOT","DO_BOT","COND_BOT","PH_BOT"
"NLA06608-2996",1,0.05,21.83847001,5.8,0,5.8,2.9,0.1,0,0,3,0,0.5,0,0,0.5,1.2,46.2,0,43.3,43.3,0,0,0,0.28,"10/18/2007",33.9804795,-98.7099336,0.839335721,"Iowa Park Lake",83.93357214,5.2,314.95,11,11130206,294,2529.08,39.2,9.48,8.82,0.25,1440,130,394.376292,72.05802,21.060935,1398.198,663.65272,586.3477828,251.545861,14,3.258,4.870484032,16.64,0,20.6,6.4,297,7.5,4.7,20.6,6.4,297,7.8
"NLA06608-3032",1,0.05,0.621165466,5.2,0,5.2,6.6,0,0,0,6.6,0,0,0,0,0,0,30.4,38,20.1,58.1,0,0,0,0.29,"10/17/2007",33.8415669,-97.25082795,0.042796391,"L JONES PROPERTY LAKE",4.279639086,3.6,268.28,11,11130201,205.8,1951.13,28.6,9.67,8.21,0.053,1543,94,159.138252,21.92346,7.781837,1482.03,237.976896,199.871518,135.3513672,15,6.919,9.029529609,44.928,0,20.2,6.7,210,7.9,3.1,20.1,6.4,210,7.9
"NLA06608-3035",1,0.17,2.569650838,10.8,0,10.8,7.2,3.5,0.3,0,11,0,3,0.5,0,3.5,0,0.9,12.1,42.7,54.8,18.3,0.6,18.9,3.65,"7/25/2007",41.55099685,-85.2868168,0.262720956,"Blackman Lake",26.27209562,16,295.6,4,4050001,343.5,2334.39,1.4,8.31,8.19,0.005,738,7,942.108606,309.36438,0.5,1596.8,1062.33808,554.5945275,58.6215672,8,2.148,1.235171326,3.251,0,25.7,7.8,NA,8.6,15.5,7.1,0.1,NA,7.3
"NLA06608-3083",1,0.05,42917.67918,3.8,0,3.8,5.7,5,2.3,1.1,14.1,0.3,10.2,3.7,2.4,16.3,3.7,28.6,20.8,7.3,28.1,4.9,0.3,5.2,1.18,"8/6/2007",30.85367701,-95.34226168,337.5739161,"Livingston Reservoir",33757.39161,20,39.91,12,12030202,319.5,2152.02,3.92,6.9,6.77,0.005,685,96,505.479726,534.47022,0.5,1971.05,297.224256,630.715345,124.7882314,24,8.61,0.716923498,20.64,0,30.8,9.1,349.6,8.6,19.5,21.4,0.1,349.9,7.2
"NLA06608-3096",1,0.05,1.498956621,8.9,0,8.9,7.3,0,0,0,7.3,1.1,32.1,0.3,0,32.4,1.9,24.1,23.5,0.3,23.8,0,0.5,0.5,2.49,"9/25/2007",32.11659958,-96.14918065,0.154730268,"Old Kerens City Lake",15.47302677,7.5,95.14,12,12030105,131.9,1048.71,2.25,7.55,7.61,0.005,559,17,122.724306,129.2922,0.5,665.666,255.421952,243.586616,122.6142204,11,1.293,1.16402482,9.867,0,29.4,7.7,137,7.8,7,13.4,0.2,244,6.6
"NLA06608-3121",1,0.2,75.89902359,3.4,0,3.4,0,0,0,0,0,0,0,79.8,0,79.8,14.1,2.6,0,0,0,0.1,0,0.1,1.55,"8/7/2007",44.96452667,-116.4623588,2.114297955,"Lost Valley Reservoir",211.4297955,3.6,1453,17,17050124,61.49,593.72,5.72,3.48,3.39,0.005,455,46,5.415552,10.24344,1.927611,319.8091,165.481168,106.7866326,13.8880938,14,17.554,1.201659345,14.64,0,21.2,8.6,50.4,9.64,2.8,20.8,8.5,49.9,9.81
"NLA06608-3147",1,0.4,11.92605353,7.7,0,7.7,6.7,1,0,0,7.7,0,4.3,0.1,0,4.4,0.2,2.6,3.7,69.3,73,1.6,2.8,4.4,1.05,"8/21/2007",41.077102,-86.46356279,0.968169697,"Bruce Lake",96.8169697,9.1,218.5,5,5120106,365,2921.85,6.19,9.49,8.97,0.012,999,46,551.85039,283.02708,0.5,1996.998,1489.4128,295.0877862,88.495036,20,9.963,3.305960193,37.656,0,24.1,7.4,NA,8.2,8.6,14.9,0.1,NA,6.8
"NLA06608-3153",1,0.05,5.58303501,12,0,12,0,0,0,0,0,0,0,86.5,0.6,87.1,0.3,0.2,0,0,0,0,0.4,0.4,7,"9/25/2007",48.66028929,-122.81678,0.73885773,"Mountain Lake",73.88577303,37,280.68,17,17110003,104.9,599.8,0.42,2.06,2.02,0.005,116,1,195.016284,198.43542,0.5,545.906,209.42296,183.472919,8.6448908,2,2.529,0.208307935,1.499,0,16.3,9.7,103.3,8.2,36.5,5.9,0.3,104.6,6.6
"NLA06608-3157",1,0.05,6959.145698,0.5,0.1,0.6,0.1,0,0,0,0.1,0.3,0,43.4,0,43.4,34.2,20.9,0.1,0.1,0.2,0.2,0.1,0.3,2.3,"7/11/2007",43.54942519,-115.7987142,23.31871858,"Arrowrock Reservoir",2331.871858,28.1,980.2,17,17050112,64.77,537.02,1.79,1.2,1.16,0.005,70,8,7.89768,49.61406,0.5,398.8507,51.923728,124.8381407,8.7471972,8,10.962,0.913296685,2.208,0,24.5,7.6,57,8.1,27.6,12.3,8.7,71,7.5
"NLA06608-3160",1,3.3,20.32750796,0.6,0,0.6,3.1,0.1,0,0,3.2,0,6.7,0,0.1,6.8,0,40.9,9.7,38.7,48.4,0.1,0,0.1,0.27,"8/15/2007",41.03691696,-96.83981345,0.292233825,"Wildwood Lake",29.22338246,6.6,391.66,10,10200203,241.7,2082.27,42.8,12.97,9.75,0.005,2655,237,148.0815,316.2558,0.5,922.651,952.89504,411.9223667,196.811937,21,10.419,0.495450602,271.44,0,29,19.8,233,9.7,6,20.3,0.5,755,6.9
"NLA06608-3169",1,0.05,12410.93933,16.6,0,16.6,6.4,2.8,1,0.3,10.5,0.2,0,3.1,0,3.1,9.5,1.6,21.6,8.7,30.3,21,7.2,28.2,0.45,"8/21/2007",26.93623169,-80.86630109,1674.896101,"Lake Okeechobee",167489.6101,2,4.52,3,3090101,545.9,2671.21,28.6,14.96,13.26,0.012,1200,105,1878.999102,903.62964,0.5,2725.538,1054.10928,1361.040217,157.2449368,21,10.886,0.855897733,54.432,0,29.5,8.28,550,8.8,1.5,29.4,7.89,550,8.8
"NLA06608-3228",1,0.05,1215.207972,1.1,0,1.1,4.6,4.1,1.7,1.1,11.5,0.1,5.2,9.7,0,14.9,55.7,10.8,0.2,5.7,5.9,0.1,0,0.1,0.82,"10/9/2007",32.57024595,-99.68261832,10.08006194,"Lake Fort Phantom Hill",1008.006194,13.5,500.44,12,12060102,463.6,2690.19,9.65,5.49,5.14,0.022,658,74,1339.446528,562.38984,9.209697,1968.056,1043.41184,1383.658974,196.172522,10,6.063,2.538139566,8.704,0,25,6,471,8.3,13,25,4.7,473,8.2
"NLA06608-3265",1,0.05,15.18908489,1.9,0,1.9,0,0,0,0,0,0,0,76.7,0,76.7,10.3,9.9,0,0,0,0.4,0.9,1.3,6.27,"9/5/2007",48.05647979,-117.40861,0.282064878,"Fan Lake",28.20648777,22,587.21,17,17010308,259.4,2558.72,0.561,4.01,4.05,0.005,338,7,69.38676,174.888,0.5,1434.126,1124.05408,157.6788363,43.7871392,10,13.028,0.416621887,1.768,0,20.6,10,262.3,8.8,21.5,5.3,0.3,731.7,6.1
"NLA06608-3303",1,0.05,23.34096162,22.3,0,22.3,13.2,1.9,0.8,0.5,16.4,0,4.4,6.4,0.7,11.5,33.9,0.8,10.4,3.3,13.7,1.3,0,1.3,0.79,"10/17/2007",29.24614674,-98.37720987,5.165173718,"Braunig Lake",516.5173718,16.5,153.31,12,12100301,1754,4587.26,3.21,11.32,10,0.005,1535,81,9391.864644,3046.3824,0.5,1225.544,3046.30176,11496.41832,525.854896,8,1.431,2.128445885,35.424,0,28.2,5.1,1799,8.8,15.5,19.7,0.5,2029,7
"NLA06608-3313",1,0.05,114.2758204,1.2,0,1.2,1.1,0.1,0,0,1.2,0.1,32,15.6,0.8,48.4,38.7,1.6,7.2,1.1,8.3,0.2,0.1,0.3,0.97,"8/16/2007",42.12319331,-111.8362486,0.523219482,"Foster Reservoir",52.32194824,4,1480.67,16,16010202,245,2416.02,5.67,2.42,2.3,0.005,316,41,68.82264,63.48018,0.5,1470.553,999.7992,130.275342,29.8990454,5,6.5,0.062376607,7.728,0,22.9,6.7,226,8.8,3.5,22.7,6,228,8.8
"NLA06608-3320",1,0.05,2515.737628,1.6,0,1.6,3.4,0.4,0.1,0,3.9,0.1,31.4,32,10.6,74,0.7,3.9,14.7,0.1,14.8,1.2,0,1.2,0.4,"9/17/2007",34.9019537,-94.76570179,13.52404792,"Wister Lake",1352.404792,8.4,144.01,11,11110105,90.9,527.3,28.6,6.74,6.15,0.041,612,88,85.407768,176.01228,4.212187,282.1845,259.2072,180.7325696,62.790553,21,3.019,2.118559861,19.067,0.1,NA,7.12,87.1,7.01,7,NA,4.98,82.4,6.88
"NLA06608-3329",1,0.05,6.294431543,9.9,0,9.9,0,0,0,0,0,0,0,81.9,0,81.9,5.3,0.4,0,0,0,1.8,0.8,2.6,2.88,"7/19/2007",48.45741132,-116.824496,0.705008077,"Chase Lake",70.50080769,2.7,760.5,17,17010215,35.58,299.77,1.05,3.58,3.14,0.005,374,10,5.302728,28.04454,0.5,186.7757,54.227792,67.29080267,15.0134642,13,9.872,1.282629937,3.704,0,26,6.9,48,6.9,2.5,26,6.8,45,7
"NLA06608-3480",1,0.05,8.698254209,0.9,0,0.9,4.4,0,0,0,4.4,0,36.2,0,0,36.2,0,51.3,7.3,0,7.3,0,0,0,0.59,"8/14/2007",34.62968086,-97.08993955,0.149095947,"Wynnewood",14.90959472,2,287.08,11,11130303,260.2,2512.22,14.1,11.48,10.47,0.005,1612,88,136.7991,66.14514,0.5,1725.043,426.25184,477.6037578,62.5092104,34,10.646,1.066464209,38.88,0,33.93,10.29,257.8,8.67,2,25.96,0.2,314.3,6.74
"NLA06608-3484",1,0.05,87.1315868,10.6,0,10.6,0.1,0,0,0,0.1,0,0,0,0,0,0,79.5,0,0,0,0.8,9,9.8,0.16,"8/20/2007",42.62695121,-100.6121255,3.635047313,"Big Alkali Lake",363.5047313,1.9,873.52,10,10150004,847.7,9780.1,78.1,45.44,38.16,0.005,4319,180,268.351884,152.21502,0.5,649.199,3308.80048,4251.456401,1231.51329,15,17.174,1.774185886,83.5,0,25.5,6.9,NA,9.3,1.5,25.4,6.5,NA,9.3
"NLA06608-3608",1,0.78,23.44238092,1.6,0,1.6,3.9,0.3,0,0,4.2,0,4.6,0,0,4.6,0,62.1,0,27.2,27.2,0.3,0,0.3,0.69,"8/16/2007",41.97536219,-97.23610354,0.25785447,"Maskenthine Reservoir",25.78544701,5.3,462.7,10,10220003,544.1,3561.6,15.3,13.37,13.07,0.005,1821,191,281.298438,1861.47456,0.5,1627.239,2330.39616,1235.7671,359.35123,15,3.442,0.526954666,52.848,0,27.6,9.4,519.1,8.5,4.8,25.6,0.4,633.3,7.6
"NLA06608-3616",1,0.05,44.36884999,1.3,0,1.3,0.7,0,0,0,0.7,0.1,0,0,0.1,0.1,39.1,55.2,0,3.5,3.5,0,0,0,1.3,"7/30/2007",36.05807999,-99.92247803,0.545762908,"Lake Lloyd Vincent",54.57629084,7.1,680.61,11,11090201,772.1,4096.91,4.78,5.05,5.01,0.005,455,15,2857.352418,724.36944,0.5,2030.93,1643.29136,3756.018624,103.457347,5,30.402,0.756930575,1.688,0.1,28.53,6.77,774.3,8.14,7,21.65,0.17,788.5,7.44
"NLA06608-3644",1,0.21,24.08736939,5.1,0,5.1,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,3.4,13.5,16.9,0.52,"8/15/2007",41.78762942,-102.5219427,0.249360546,"Smith Lake",24.93605463,1.4,1165.87,10,10180009,922.3,7495.62,11,33.82,34.26,0.011,2063,58,429.097878,2163.26046,0.5,1509.974,3251.19888,3550.709904,913.851918,50,22.413,3.508815296,19.2,0,26.4,7.2,NA,8.8,1,26.2,6.8,NA,8.7
"NLA06608-3656",1,0.2,7.704863079,4.1,0,4.1,0,0,0,0,0,0,0,0,0,0,0,95.7,0,0,0,0,0.2,0.2,0.23,"8/22/2007",42.41646632,-99.29106061,0.382353379,"Otter Lake",38.23533786,1.2,708.67,10,10220001,425.6,4233.76,23.3,31.93,24.91,0.005,5813,471,124.1064,26.83698,0.5,1556.381,957.83232,950.8577546,518.949214,39,43.637,6.842849755,428,0,23.6,2.2,NA,8.3,1,23.7,1.8,NA,8.2
"NLA06608-3660",1,0.05,8.627396204,1.6,0,1.6,2.6,0,0,0,2.6,0,1.5,0,0.1,1.6,0.1,26.9,3.4,63.9,67.3,0,0,0,0.05,"8/23/2007",40.15668653,-96.77970247,0.287630881,"",28.76308807,2.7,403.99,10,10270202,135.2,1131.2,312,7.52,7.27,1.036,2263,1329,35.68059,98.29122,61.897731,660.676,301.99696,58.11280696,199.9834354,30,15.593,0.810098509,5.25,0,26.9,6.1,NA,7.7,2.5,26.4,6,NA,7.6
"NLA06608-3698",1,0.05,20.0412892,6,0,6,6.7,3.4,0.1,0,10.2,0,61.7,5.9,2.3,69.9,0.4,0,2.5,0.6,3.1,8.8,1.6,10.4,2.56,"7/19/2007",41.89097393,-71.68494167,0.937524379,"Smith and Sayles Reservoir",93.75243794,2.6,128.76,1,1090003,92.81,89.2,1.09,4.74,4.79,0.005,300,6,554.699196,77.5545,0.5,127.6941,56.531856,481.5185427,24.3233466,18,0.375,1.350835636,4.592,0,26.6,7.48,95,6.44,2.5,25.1,7.32,93,6.49
"NLA06608-3846",1,0.05,1.320532596,31.4,0,31.4,1.1,0,0,0,1.1,0,19,14.7,21.6,55.3,0,0,0.3,0,0.3,12.1,0,12.1,4.79,"7/12/2007",41.39410498,-71.66573009,0.380037253,"School House Pond",38.00372534,8.3,16.52,1,1090005,45.2,62.49,0.387,4.26,4.15,0.005,110,3,192.195684,92.50326,0.5,88.6224,53.240336,194.956288,10.3073698,15,2.482,0.782670898,0.896,0,27.02,7.94,45,6.58,8,9.77,2.46,44,5.63
"NLA06608-3890",1,0.05,12.2989388,13.2,0,13.2,4.2,1.9,0.4,0,6.5,0,58.6,8.5,1.5,68.6,1,0,0.9,0,0.9,9.5,0.5,10,3.9,"7/11/2007",41.58007689,-71.79802709,1.64923243,"Beach Pond",164.923243,19,89.94,1,1100001,51.33,21.63,0.665,2.91,2.78,0.005,98,1,265.079988,96.66726,0.5,70.7083,36.453584,249.6327838,11.4838934,7,2.68,0.713200169,2.768,0,26.6,8.31,52,6.23,15.5,7.4,4.58,32,5.39
"NLA06608-3911",1,0.17,1.181037853,28.8,0,28.8,0,1.4,0.5,0,1.9,1.4,0,0,0,0,0,0,0.6,45.6,46.2,21.3,0.4,21.7,0.73,"9/17/2007",30.53713917,-92.4431037,0.369705115,"",36.97051149,3.3,12.19,8,8080201,150.8,862.84,5.78,6.15,5.88,0.014,643,43,512.051724,12.30462,1.999004,393.6611,267.106848,628.1054884,60.10501,10,9.517,2.878232357,29.12,0,27.9,5.8,NA,7.1,3,27.5,0.9,NA,6.7
"NLA06608-4056",1,0.05,33074.1406,0.2,0,0.2,2.6,0.3,0.1,0,3,0.1,0.1,0.6,0.1,0.8,6.2,59.5,0,30,30,0.1,0.1,0.2,1,"7/5/2007",36.14305845,-98.62856545,32.54786468,"Canton Lake",3254.786468,7.5,492.49,11,11100301,1320,3788.36,5.71,7.02,6.55,0.005,651,75,5150.754072,4754.49684,0.5,4656.169,2837.29024,5719.935715,165.6852148,8,13.194,1.355766083,8.08,0.03,26.01,9.02,1349,8.37,7.04,23.83,4.8,1353,7.98
"NLA06608-4064",1,0.05,108.332852,0.4,0,0.4,0.4,0,0,0,0.4,0,0,0,0,0,15.2,83.5,0,0.1,0.1,0.2,0.1,0.3,0.9,"7/31/2007",36.84862392,-102.875142,0.635787382,"Carl Etling Lake",63.57873824,3.3,1310.41,11,11040002,857.1,3711.59,4.49,7.52,7.05,0.005,770,47,585.218088,4758.80658,0.5,2774.939,3637.1296,2110.939013,292.084772,9,0.456,0.709316438,10.187,0.2,26.53,5.63,855.9,7.8,3,24.92,0.46,863.1,7.32
"NLA06608-4206",1,0.05,0.279984275,54.6,0,54.6,3.9,1.8,0,0,5.7,2.1,11.4,0,0,11.4,0,17.5,0,8.9,8.9,0,0,0,0.62,"9/19/2007",35.92127588,-97.41304704,0.11351885,"Dolese",11.35188495,5.3,275.37,11,11050002,8300,2329.89,7.74,7.25,6.73,0.005,1627,61,67759.58407,1260.63018,0.5,4355.771,4482.22736,62767.05123,186.4789906,9,9.471,1.408321792,66.96,0.1,25.02,7.71,8434,7.59,5.3,24.09,0.85,8423,7.34
"NLA06608-4252",1,0.05,1.099737487,23.2,0,23.2,1.3,0,0,0,1.3,0,27.4,10.5,33.2,71.1,0,0,0,0,0,3,1.1,4.1,4.95,"8/23/2007",43.49623503,-72.91848548,0.262184754,"Spring Lake",26.21847542,22,451.66,2,2010002,73.17,627.33,0.59,2.65,2.69,0.005,188,1,12.41064,76.45104,0.5,460.7267,218.47464,26.18556122,9.7446846,7,0.827,0.413349794,1.472,0.5,20.9,8.9,72.5,8.1,22,4.2,0.2,155,6.5
"NLA06608-4320",1,0.05,112354.3198,0.8,0,0.8,2.7,0.8,0.2,0.1,3.8,0.6,1.5,7.6,0.2,9.3,7.2,49.3,1,26.9,27.9,0.7,0.4,1.1,0.8,"9/5/2007",36.74858993,-96.85512233,65.64375353,"Kaw Lake",6564.375353,15.5,308.58,11,11060001,640.7,2841.92,11.2,4.31,4.34,0.516,1871,177,2280.342276,882.33078,33.55471,2283.424,725.451008,2100.499587,203.0270508,20,6.042,2.572304759,2.504,0.1,27.41,4.61,634.3,7.71,15.5,27.19,0.23,675.7,7.19
"NLA06608-4382",1,0.05,7.34554413,1.9,0,1.9,1.7,0,0,0,1.7,0,25.4,0,0,25.4,0.1,66,0,4.9,4.9,0,0,0,0.75,"9/10/2007",34.72903354,-97.77308405,0.144921043,"Rush Creek Site 17 Reservoir",14.49210426,4.9,354.89,11,11130303,302.4,2583.63,10.5,5.73,5.72,0.005,571,35,320.053482,68.20632,0.5,1574.844,1066.45248,263.5085214,84.7352758,18,6.781,2.480098763,12.08,0.1,26.95,6.03,286.5,7.8,4.89,20.28,0.16,337.4,6.94
"NLA06608-4413",1,0.11,7.965715876,16.2,0,16.2,5.3,2.1,0.8,0.1,8.3,0,55.7,4.4,3.3,63.4,0,0,1.6,0.2,1.8,10.2,0.1,10.3,2.7,"7/18/2007",41.92028511,-71.76906052,0.821345025,"Bowdish Reservoir",82.1345025,2.5,172.77,1,1100001,90.21,32.5,1.05,3.61,3.63,0.005,251,8,566.884188,101.89308,0.5,97.4048,34.14952,488.9131364,12.9929128,7,0.09,0.784401385,2.56,0,25.9,7.73,92,6.23,1.5,25.9,7.68,92,6.22
"NLA06608-4414",1,0.05,23.68152575,0.7,0,0.7,1.2,0,0,0,1.2,0,61.1,9.5,12.6,83.2,0.5,7.7,6.7,0,6.7,0.1,0,0.1,0.88,"8/29/2007",34.8862297,-95.16322141,0.358902652,"Spring Creek Lake",35.89026521,3.3,185.13,11,11110105,94.85,733.23,5.3,4.6,4.31,0.005,480,38,55.029906,113.32326,0.5,502.493,211.48016,155.590951,33.6076524,20,10.871,0.633788066,12.1,0.1,30.73,9.1,91.1,8.28,3,26.3,0.2,184.7,6.62
"NLA06608-4440",1,0.2,72.28622974,5.5,0,5.5,5.2,1.9,0.2,0,7.3,0,2.9,0,0,2.9,0.8,41.3,4.8,33.8,38.6,3.4,0.3,3.7,0.83,"9/4/2007",36.73591623,-97.03497789,1.851287613,"Lake Ponca",185.1287613,9.6,300.36,11,11060001,262.4,2291.99,7.32,5.74,5.33,0.005,803,38,209.457756,205.05618,0.5,1452.09,513.47712,480.6485905,101.9739042,16,8.923,1.277735361,34.2,0.2,28,9.61,257.1,8.72,9.5,15.86,0.14,361.3,7.11
"NLA06608-4472",1,0.17,34910.32969,0.3,0,0.3,2.7,0.4,0.1,0,3.2,0.1,0.2,0.8,0.1,1.1,5.9,57.9,0,31.2,31.2,0.1,0.1,0.2,0.3,"8/7/2007",35.49774222,-97.67930222,6.371497626,"Lake Overholser",637.1497626,3,378.73,11,11100301,658.3,2993,35.1,5.19,4.69,0.005,816,282,1738.166544,1813.40118,0.5,2661.167,1310.84784,2278.404812,166.2734766,10,1.345,0.347009063,29.4,0.1,28.53,7.59,665.5,8.42,3,28.45,7.48,666.4,8.42
"NLA06608-4504",1,0.05,35.37124208,3.4,0,3.4,4.2,0,0,0,4.2,0,39.9,0.1,0,40,0,45.8,6.6,0,6.6,0,0,0,0.88,"6/5/2007",36.81228138,-96.04132091,1.034514681,"Hudson Lake",103.4514681,6,230.56,11,11070106,141.9,976.71,4.32,8.51,7.8,0.005,680,32,160.125462,159.85596,0.5,719.059,267.518288,170.6846216,51.0764702,42,1.141,1.620673814,18.514,0.1,25.22,7.21,89.9,7.4,6,19.81,0.27,105.8,6.57
"NLA06608-4610",1,0.05,9.877202008,3.4,0,3.4,9.8,0.9,0.1,0,10.8,0,34.1,4.4,0,38.5,0,42.7,4.6,0,4.6,0,0,0,1.62,"7/24/2007",34.48858411,-96.98139727,0.267632265,"Veteran's Lake",26.76322654,9.1,294.2,11,11130303,358,3662,2.01,5.48,5,0.005,426,22,95.646546,136.8915,0.5,3404.178,253.85848,106.9171254,67.0874218,16,10.792,0.830527985,5.383,0.1,28.54,5.95,323.1,8.24,8.4,12.97,0.27,349.3,7.29
"NLA06608-4643",1,0.12,165.3576802,2.8,0,2.8,5.7,0.2,0.1,0,6,0,36.9,0,0,36.9,0,47.5,6.5,0.4,6.9,0,0,0,1.15,"8/21/2007",36.5147867,-96.19116581,4.494690118,"Birch Lake",449.4690118,8.8,217.06,11,11070107,156.2,895.82,4.67,8.23,8.1,0.005,557,19,410.030622,145.6359,0.5,737.522,351.205184,308.6590406,60.0794334,25,5.3,1.205148981,13.834,0.2,29.04,5.98,163.2,7.42,8.6,24.22,0.15,153.6,6.76
"NLA06608-4650",1,0.05,4162.757426,2.3,0,2.3,2.7,3.1,0.2,0,6,0,5.5,47.9,7.9,61.3,11.2,0,4,0.2,4.2,14.9,0.1,15,0.79,"9/13/2007",32.71459999,-92.44501566,53.51192082,"Bayou D'Arbonne Lake",5351.192082,4.3,24.29,8,8040206,79.2,351.35,5.94,11.12,11.18,0.005,681,43,239.525352,61.2108,1.356467,269.959,139.560448,233.4516729,58.2890714,36,11.271,4.178224253,26.08,0,27.76,6.08,NA,6.97,4,27.77,5.97,NA,6.65
"NLA06608-4659",1,0.13,69.0339202,1.1,0,1.1,4.5,0,0,0,4.5,0,0.3,1.7,0,2,0,41,0,51.3,51.3,0,0,0,0.37,"9/19/2007",35.39706727,-98.70752087,0.737044919,"Crowder Lake",73.70449189,6,463.8,11,11130302,949.9,2518.72,15.6,4.09,3.7,0.214,1247,90,186.103188,7082.88072,19.775861,7370.23,1526.4424,443.2406459,134.27715,14,9.63,11.48361728,76.32,0.1,23.86,6.57,896.3,7.92,6,23.56,3.46,912,7.6
"NLA06608-4686",1,0.05,92.27385921,13.7,0,13.7,3.8,1.6,0.3,0.2,5.9,0.2,2.8,38.3,4.7,45.8,29.7,0,0.3,0,0.3,4.3,0,4.3,0.38,"9/12/2007",31.37317275,-92.74402455,11.81521706,"Lake Rodemacher",1181.521706,4.8,30.36,11,11140207,79.17,266.3,36.2,7.57,6.5,0.005,446,84,117.280548,273.01266,1.070895,238.8214,115.285488,278.8631777,39.0298916,15,10.19,0.640265195,16.8,0,30.82,7.17,NA,7.02,4.5,29.63,5.85,NA,6.46
"NLA06608-4698",1,0.05,43.03481653,4.3,0,4.3,3.9,3.1,0.2,0,7.2,0,3.7,1.2,0,4.9,5.4,0,29.2,32.8,62,13.8,2.4,16.2,0.63,"9/16/2007",32.09045845,-93.48976305,0.385307285,"Wilson Lake",38.53072848,3,37.95,11,11140206,297.2,2608.8,7.44,8.07,7.04,0.005,1333,142,327.697308,2.5,0.5,1396.202,820.329072,383.6054226,154.0478618,10,11.222,15.9056792,104.4,0,29.11,8.8,NA,7.4,3,25.9,1.2,NA,7
"NLA06608-4828",1,0.05,10.74340012,1.6,0,1.6,5.2,0.1,0,0,5.3,0,27,0,0,27,0,63.4,0,2.6,2.6,0,0,0,1.23,"9/4/2007",34.96590119,-97.67551876,0.248553176,"",24.85531762,2.4,338.42,11,11130303,366.8,3384.5,4.87,5.53,5.45,0.005,421,24,287.221698,205.76406,0.5,1507.978,1757.67168,391.8264709,76.090385,17,8.742,1.357139435,4.617,0.09,28.08,6.87,348.4,8.22,2.3,27.98,4.42,353,7.91
"NLA06608-4929",1,0.05,19.5936744,0.8,0,0.8,5.1,0.2,0.1,0,5.4,1.5,50.1,0,0,50.1,0,33.6,8,0.7,8.7,0,0,0,0.94,"7/17/2007",34.58938281,-96.60527506,0.170774323,"Upper Clear Boggy Creek Site 25 Reservoir",17.07743233,7,332.13,11,11140104,289.9,2815.11,3.67,8.14,7.51,0.005,954,121,59.345424,176.82426,0.5,2231.029,546.063168,71.72755889,90.3109746,36,10.938,1.333456131,38.304,0.09,29.86,10.93,279.7,8.17,6.79,21.43,0.41,521.9,7.22
"NLA06608-4949",1,0.05,20528.20501,1.9,0,1.9,4.6,1.3,0.4,0.2,6.5,0,15.2,0.1,0.2,15.5,0,42.9,26.9,5.9,32.8,0.3,0,0.3,0.83,"8/29/2007",36.07001774,-95.55881188,1.170039015,"Newt Graham Lake",117.0039015,11.8,161.11,11,11070105,229.2,1832.06,9.66,3.97,3.84,0.059,623,82,151.973928,289.77276,3.426864,1565.862,390.374272,205.6567001,74.4534826,19,5.31,1.173007472,NA,0.15,31.51,10.67,230.2,8.27,11.66,28.26,5.42,233,7.39
"NLA06608-9999",1,0.05,12.44375909,24.4,0,24.4,1.3,0,0,0,1.3,0,45.6,4.1,23.6,73.3,0.1,0,0,0,0,1,0,1,8.55,"7/31/2007",44.64231,-71.651789,2.980776878,"Maidstone Lake",298.0776878,30,397.67,10,1080101,28.99,133.8,0.516,3.19,2.94,0.005,149,1,15.65433,78.01254,0.5,126.9955,46.163568,46.89042358,16.4457538,13,3.001,0.28347055,1.024,0.1,24.4,8,27.3,7.3,27.5,5.4,8.1,26.3,6.3
"NLA06608-ACAD_LAKES_0435",1,0.05,1.472253859,4.3,0,4.3,0,0,0,0,0,0,12.6,16,60.8,89.4,2.1,0.5,0,0,0,2.2,1.6,3.8,NA,"8/1/2007",44.40788,-68.268509,0.073881899,"Lake Wood",7.388189851,4.4,42.81,1,1050002,27.54,55.28,0.555,2.07,1.92,0.005,151,10,111.047022,43.43052,1.142288,62.3251,29.952832,107.8305752,4.1689858,8,1.572,0.49858218,1.04,0,26.9,8.44,24,6.53,3.5,25.75,8.15,24,6.38
